ID,second_category,third_category,job,손재주,미적감각,소통,문서,운영관리,신체,판단력위기대응,전문지식기술,논리,디지털,status,정밀도유형
1,경영·행정·사무직,감사 사무원,감사사무원,0.0,0.3,3.3,4.1,2.0,1.2,3.2,2.6,3.1,2.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
2,경영·행정·사무직,감정 전문가,감정평가사,0.1,0.4,3.2,4.1,2.2,0.3,3.9,3.5,3.9,2.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
3,경영·행정·사무직,경리 사무원,경리사무원,0.1,0.5,2.5,4.2,2.0,1.1,2.4,2.0,3.1,2.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
4,경영·행정·사무직,경영·진단 전문가,경영·진단전문가,0.1,0.5,3.2,4.2,3.1,0.2,4.0,3.5,3.9,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
5,경영·행정·사무직,고객 상담원 및 모니터 요원,고객상담원,0.0,0.4,4.8,2.5,1.4,0.5,2.5,1.9,2.3,1.5,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
6,경영·행정·사무직,고객 상담원 및 모니터 요원,의료코디네이터,0.1,0.4,4.0,3.4,1.4,0.4,2.4,2.6,2.3,1.5,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
7,경영·행정·사무직,관세사,관세사,0.0,0.4,3.2,4.1,2.2,0.4,3.9,2.6,3.8,2.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
8,경영·행정·사무직,관세행정 사무원,관세행정사무원,0.1,0.4,3.3,4.1,2.1,1.1,2.4,2.6,2.3,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
9,경영·행정·사무직,광고·홍보 전문가,광고·홍보·마케팅전문가,0.0,2.2,4.0,3.4,2.1,0.3,3.1,2.7,3.1,2.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
10,경영·행정·사무직,국가·지방행정 사무원,일반행정공무원,0.1,0.4,3.3,4.1,2.1,1.1,2.4,1.9,2.3,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
11,경영·행정·사무직,국가·지방행정 사무원,법원공무원,0.1,0.4,3.3,4.1,2.1,1.1,2.4,2.6,2.3,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
12,경영·행정·사무직,기타 사무원,출판·자료편집사무원,0.1,1.4,2.4,4.9,1.4,0.3,2.4,2.7,2.5,2.1,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
13,경영·행정·사무직,기타 사무원,속기사,0.1,0.5,2.5,4.9,1.3,0.4,1.5,2.0,1.5,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
14,경영·행정·사무직,기타 사무원,행정사,0.1,0.5,3.2,4.2,2.2,0.3,3.1,2.7,3.1,1.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
15,경영·행정·사무직,기타 사무원,취업알선원,0.1,0.4,4.0,3.4,1.4,0.4,2.4,1.9,2.3,1.5,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
16,경영·행정·사무직,기획·마케팅 사무원,경영기획사무원,0.0,0.4,3.3,4.1,2.9,1.1,3.2,2.6,3.1,2.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
17,경영·행정·사무직,기획·마케팅 사무원,광고·홍보·마케팅사무원,0.0,2.0,4.1,3.4,2.1,1.1,2.4,1.9,2.4,2.1,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
18,경영·행정·사무직,기획·마케팅 사무원,영업기획·관리·지원사무원,0.0,0.3,4.1,3.3,2.2,1.2,2.5,1.8,2.3,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
19,경영·행정·사무직,무역 사무원,무역사무원,0.0,0.3,3.3,4.1,2.0,1.2,2.5,2.6,2.4,3.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
20,경영·행정·사무직,병무행정 사무원,병무행정사무원,0.1,0.4,3.3,4.1,2.1,0.4,2.4,1.9,2.3,1.5,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
21,경영·행정·사무직,비서,비서,0.0,0.4,4.1,4.0,2.2,0.5,2.5,1.8,2.3,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
22,경영·행정·사무직,상품 기획자,상품기획자,0.0,2.2,4.0,3.5,2.1,0.3,3.1,2.7,3.2,1.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
23,경영·행정·사무직,생산·품질 사무원,생산관리사무원,0.1,0.4,2.5,3.4,2.9,1.1,2.4,2.7,2.4,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
24,경영·행정·사무직,생산·품질 사무원,품질관리사무원,0.1,0.5,2.4,3.5,2.9,1.0,2.5,2.7,3.1,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
25,경영·행정·사무직,세무사,세무사,0.1,0.5,3.2,4.2,2.0,0.4,3.1,3.5,3.9,2.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
26,경영·행정·사무직,안내·접수원 및 전화교환원,안내 및 접수사무원,0.1,0.4,4.0,2.5,1.4,0.4,1.5,1.2,1.5,1.5,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
27,경영·행정·사무직,운송 사무원,도로운송사무원,0.0,0.4,3.4,3.3,2.2,1.2,2.5,1.8,2.3,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
28,경영·행정·사무직,운송 사무원,철도·지하철운송사무원,0.1,0.4,3.3,3.4,2.1,1.1,2.4,1.9,2.3,1.5,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
29,경영·행정·사무직,운송 사무원,항공운송사무원,0.0,0.3,3.4,4.0,2.2,1.2,3.2,1.8,2.3,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
30,경영·행정·사무직,운송 사무원,수상운송사무원,0.0,0.4,2.5,3.3,2.2,1.2,3.2,1.8,2.3,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
31,경영·행정·사무직,인사·교육·훈련 사무원,인사·교육·훈련사무원,0.0,0.4,4.1,4.0,2.9,0.5,3.2,2.5,3.0,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
32,경영·행정·사무직,인사·노무 전문가,노무사,0.0,0.4,4.0,4.1,2.2,0.4,4.0,3.5,3.9,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
33,경영·행정·사무직,인사·노무 전문가,인적자원전문가,0.1,0.4,3.9,4.2,2.0,0.4,3.1,3.5,3.1,2.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
34,경영·행정·사무직,자재·구매·물류 사무원,자재·구매사무원,0.0,0.4,2.5,3.3,2.9,1.2,2.5,1.8,2.3,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
35,경영·행정·사무직,자재·구매·물류 사무원,물류사무원,0.0,0.4,2.5,3.3,2.9,1.2,2.5,1.8,2.3,2.9,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
36,경영·행정·사무직,전산자료 입력원 및 사무 보조원,전산자료입력원 및 사무보조원,0.1,0.5,1.5,3.4,1.3,0.4,1.5,1.3,1.5,3.1,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
37,경영·행정·사무직,정부·공공행정 전문가,정부·공공행정전문가,0.1,0.5,3.2,4.2,3.1,0.2,4.0,3.5,3.2,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
38,경영·행정·사무직,조사 전문가,조사전문가,0.0,0.3,4.0,4.0,2.2,0.4,4.0,2.6,3.8,2.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
39,경영·행정·사무직,조세행정 사무원,조세행정사무원,0.1,0.4,3.2,4.2,2.0,1.1,2.4,2.7,3.1,2.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
40,경영·행정·사무직,총무 사무원 및 대학 행정조교,총무사무원,0.0,0.4,3.4,3.3,2.9,1.2,2.5,1.8,2.3,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
41,경영·행정·사무직,통계 사무원,통계사무원,0.1,0.5,1.5,3.5,1.3,0.4,2.4,2.0,3.2,3.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
42,경영·행정·사무직,행사 기획자,공연·영화 및 음반기획자,0.0,3.0,4.0,3.5,2.1,0.3,3.1,2.7,2.5,1.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
43,경영·행정·사무직,행사 기획자,행사기획자,0.0,2.1,4.0,3.4,2.9,0.3,3.1,2.7,2.4,1.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
44,경영·행정·사무직,행사 기획자,공연·영화·음반기획자,0.0,3.0,4.0,3.5,2.1,0.3,3.1,2.7,2.5,1.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
45,경영·행정·사무직,회계 사무원,회계사무원,0.1,0.5,2.5,4.2,2.0,1.1,2.4,2.7,3.1,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
46,경영·행정·사무직,회계사,회계사,0.1,0.5,3.1,4.9,2.1,0.3,3.1,3.5,3.9,2.1,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
47,관리직(임원·부서장),건설·채굴 관리자,건설·채굴관리자,1.0,0.4,3.4,3.1,3.9,2.1,4.1,2.7,3.1,1.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
48,관리직(임원·부서장),경비·청소 관리자,경비·청소관리자,0.0,0.5,3.3,3.3,3.8,1.1,3.3,1.9,2.3,1.5,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
49,관리직(임원·부서장),경영지원 관리자,경영지원관리자,0.0,2.0,3.9,4.0,5.0,0.7,4.7,2.0,3.5,2.5,"LLM추정(저신뢰,미검수)",실측
50,관리직(임원·부서장),교육 관리자,유치원 원장 및 원감,0.0,1.3,4.1,4.0,3.9,1.1,4.1,2.7,3.1,2.1,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
51,관리직(임원·부서장),교육 관리자,초등학교 교장 및 교감,0.0,0.4,4.1,4.0,3.8,1.1,4.1,2.6,3.1,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
52,관리직(임원·부서장),교육 관리자,중고등학교 교장 및 교감,0.0,0.5,4.1,4.0,3.9,1.1,4.1,2.6,3.1,1.4,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
53,관리직(임원·부서장),교육 관리자,대학교 총장 및 대학학장,0.1,1.3,4.0,4.1,4.0,1.0,4.1,3.5,3.2,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
54,관리직(임원·부서장),금융·보험 관리자,금융관리자,0.1,0.5,3.2,4.1,3.9,0.2,4.1,3.5,3.9,3.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
