ID,second_category,third_category,job,손재주,미적감각,소통,문서,운영관리,신체,판단력위기대응,전문지식기술,논리,디지털,status,정밀도유형
1,경호·경비직,경비원(건물 관리원),경비원,0.5,0.5,2.2,1.3,1.3,3.0,2.4,1.1,1.5,0.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
2,경호·경비직,경호원,경호원,1.5,0.5,2.2,1.0,1.4,4.1,3.2,2.0,1.5,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
3,경호·경비직,시설·특수 경비원,시설·특수경비원,1.5,0.5,2.2,1.0,1.4,4.1,3.2,2.0,1.5,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
4,경호·경비직,청원경찰,청원경찰,1.4,0.4,3.1,1.3,1.4,3.1,3.4,1.8,1.5,0.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
5,돌봄 서비스직(간병·육아),요양 보호사 및 간병인,요양보호사 및 간병인,1.5,0.2,4.0,1.3,1.5,3.9,3.4,1.9,1.5,0.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
6,돌봄 서비스직(간병·육아),육아 도우미,육아도우미,1.3,0.2,4.0,1.4,1.4,3.0,2.5,1.8,1.5,0.5,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
7,미용·예식 서비스직,결혼상담원 및 웨딩플래너,웨딩플래너,0.7,2.0,4.8,2.5,3.0,1.1,3.3,1.9,2.3,1.4,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
8,미용·예식 서비스직,메이크업 아티스트 및 분장사,메이크업아티스트 및 뷰티매니저,3.7,3.8,2.6,0.9,1.2,1.5,2.4,2.7,2.3,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
9,미용·예식 서비스직,메이크업 아티스트 및 분장사,분장사,3.7,3.9,1.8,0.9,1.3,1.5,2.3,2.8,2.2,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
10,미용·예식 서비스직,미용사,미용사,3.7,3.1,2.7,0.9,1.3,2.4,2.4,2.0,2.3,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
11,미용·예식 서비스직,반려동물 미용 및 관리 종사원,반려동물미용사,4.0,1.2,2.1,1.0,1.4,3.3,2.5,2.0,1.5,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
12,미용·예식 서비스직,반려동물 미용 및 관리 종사원,수의사보조원,3.4,0.4,2.8,1.1,1.5,3.3,2.5,2.0,1.5,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
13,미용·예식 서비스직,이용사,이용사,3.9,2.2,1.9,0.9,1.4,1.5,2.4,2.1,1.5,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
14,미용·예식 서비스직,장례 지도사 및 장례 상담원,장례지도사 및 장례상담원,2.2,0.9,4.0,2.1,2.3,2.4,3.5,2.6,2.4,0.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
