ID,second_category,third_category,job,손재주,미적감각,소통,문서,운영관리,신체,판단력위기대응,전문지식기술,논리,디지털,status,정밀도유형
1,건설·채굴직,강구조물 가공원 및 건립원,철골공(강구조물건립원),4.0,0.3,2.2,1.1,1.5,4.9,3.4,2.7,2.4,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
2,건설·채굴직,건설 배관공,건설배관공,4.1,0.4,2.1,1.0,1.5,4.0,2.5,2.7,2.3,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
3,건설·채굴직,건설·채굴 기계 운전원,건설 및 채굴기계운전원,3.3,0.5,1.3,1.0,1.4,3.2,2.5,2.0,2.3,0.7,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
4,건설·채굴직,건설·채굴 단순 종사원,건설·채굴단순종사원,3.3,0.5,1.3,0.3,0.5,3.9,1.5,1.3,1.5,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
5,건설·채굴직,건축 도장공,건물도장공,3.9,2.2,1.9,0.9,1.4,3.2,2.4,2.1,2.3,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
6,건설·채굴직,건축 목공,건축목공,4.8,2.0,2.0,1.0,1.5,4.0,2.5,2.8,2.3,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
7,건설·채굴직,건축 목공,전통건축기능원,4.8,2.8,2.0,1.0,1.5,3.2,2.5,3.6,2.3,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
8,건설·채굴직,건축 석공,건축석공,4.8,1.3,1.3,0.9,1.5,4.0,2.5,2.8,2.3,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
9,건설·채굴직,경량철골공,경량철골공,4.1,0.4,2.1,1.0,1.5,4.0,2.5,2.7,2.3,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
10,건설·채굴직,공업 배관공,공업배관공,4.1,0.4,2.1,1.0,1.5,4.0,3.3,2.7,2.3,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
11,건설·채굴직,"광원, 채석원 및 석재 절단원",광원·채석원 및 석재절단원,4.1,0.4,1.4,1.0,1.5,4.0,2.5,2.7,2.3,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
12,건설·채굴직,기타 채굴·토목 종사원,점화·발파·화약관리원,3.3,0.4,2.2,1.1,1.5,3.3,4.8,3.5,3.1,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
13,건설·채굴직,기타 채굴·토목 종사원,잠수기능원,4.0,0.3,2.3,1.1,1.5,4.9,4.1,2.7,2.4,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
14,건설·채굴직,단열공,단열공,3.3,0.5,1.3,1.0,1.4,3.9,1.5,2.0,1.5,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
15,건설·채굴직,도배공 및 유리 부착원,도배공,3.9,2.2,1.2,0.9,1.4,3.1,2.4,2.1,2.3,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
16,건설·채굴직,도배공 및 유리 부착원,유리부착원,3.3,1.2,2.1,1.0,1.4,4.0,2.5,2.0,2.3,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
17,건설·채굴직,미장공,미장공,4.1,1.1,1.4,1.0,1.5,4.0,2.5,2.1,2.3,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
18,건설·채굴직,바닥재 시공원,타일·대리석시공원,4.1,1.3,1.3,0.9,1.5,4.0,2.5,2.8,2.3,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
19,건설·채굴직,방수공,방수공,3.3,0.5,1.3,1.0,1.4,3.2,1.5,2.0,1.5,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
20,건설·채굴직,새시 조립·설치원,섀시조립·설치원,4.1,1.1,2.1,1.0,1.5,3.3,2.5,2.0,2.3,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
21,건설·채굴직,조적공 및 석재부설원,조적원,4.1,0.4,1.4,1.0,1.5,4.0,1.5,2.0,1.5,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
22,건설·채굴직,철근공,철근공,4.1,0.4,1.4,1.0,1.5,4.7,1.5,2.0,1.5,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
23,건설·채굴직,철로 설치·보수원,철로설치·보수원,4.1,0.4,1.4,1.0,1.5,4.0,2.5,2.7,2.3,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
24,건설·채굴직,콘크리트공,콘크리트공,3.3,0.5,1.5,1.0,1.5,4.9,1.5,2.1,1.5,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
