ID,second_category,third_category,job,손재주,미적감각,소통,문서,운영관리,신체,판단력위기대응,전문지식기술,논리,디지털,status,정밀도유형
1,농림어업직,가축 사육 종사원,가축사육종사원,2.5,1.5,1.2,0.9,2.1,3.2,3.1,2.0,2.3,0.0,앵커/LLM_approved,"보간(앵커거리기반,완만혼합)"
2,농림어업직,곡식작물 재배원,곡식작물재배원,4.3,2.0,2.6,2.5,4.6,5.0,3.8,3.2,3.0,0.0,앵커/LLM_approved,실측
3,농림어업직,과수작물 재배원,과수작물재배원,2.5,1.5,1.2,0.9,2.1,3.2,2.4,2.0,2.3,0.0,앵커/LLM_approved,"보간(앵커거리기반,완만혼합)"
4,농림어업직,낙농 종사원,낙농종사원,3.3,1.3,1.3,1.0,2.2,3.2,3.2,2.1,2.3,0.0,앵커/LLM_approved,"보간(앵커거리기반,완만혼합)"
5,농림어업직,양식원,양식원,3.3,1.2,1.5,0.3,3.0,4.2,3.3,2.1,3.0,0.0,앵커/LLM_approved,"보간(앵커거리기반,완만혼합)"
6,농림어업직,어부 및 해녀,어부 및 해녀,4.0,1.7,1.8,0.0,3.9,5.0,3.9,2.1,3.2,0.2,앵커/LLM_approved,실측
7,농림어업직,원예작물 재배원,육묘 및 화훼작물재배자,2.3,2.4,1.2,0.9,2.0,2.4,2.3,2.0,2.2,0.0,앵커/LLM_approved,"보간(앵커거리기반,완만혼합)"
8,농림어업직,조경원,조경원,2.3,5.0,2.6,0.6,2.6,4.5,2.9,3.0,2.7,0.0,앵커/LLM_approved,실측
9,농림어업직,조림∙산림경영인 및 벌목원,조림·산림경영인 및 벌목원,3.0,1.4,3.6,2.9,4.5,5.0,4.8,3.0,4.1,0.0,앵커/LLM_approved,실측
10,농림어업직,채소·특용작물 재배원,채소·특용작물재배원,3.3,1.3,1.2,1.0,2.2,3.2,2.5,2.1,2.3,0.0,앵커/LLM_approved,"보간(앵커거리기반,완만혼합)"
