ID,second_category,third_category,job,손재주,미적감각,소통,문서,운영관리,신체,판단력위기대응,전문지식기술,논리,디지털,status,정밀도유형
1,보건·의료직,간호사,보건교사,0.0,1.1,4.1,4.1,2.1,1.2,3.2,2.6,3.0,2.2,LLM추정,"보간(앵커거리기반,완만혼합)"
2,보건·의료직,간호사,간호사,0.1,0.0,5.0,3.9,1.1,2.7,3.5,1.7,3.3,3.7,원본앵커,실측
3,보건·의료직,간호조무사,간호조무사,0.9,0.3,4.1,2.5,1.3,2.8,2.5,1.1,2.3,1.4,LLM추정,"보간(앵커거리기반,완만혼합)"
4,보건·의료직,기타 치료·재활사 및 의료기사,언어치료사,0.7,0.4,4.8,3.4,1.4,1.2,3.2,2.6,3.0,1.5,LLM추정,"보간(앵커거리기반,완만혼합)"
5,보건·의료직,기타 치료·재활사 및 의료기사,청능사,1.5,0.4,3.3,2.5,1.4,1.1,3.2,3.5,3.0,2.3,LLM추정,"보간(앵커거리기반,완만혼합)"
6,보건·의료직,기타 치료·재활사 및 의료기사,놀이치료사,0.7,2.2,4.7,2.5,1.5,1.0,3.1,2.7,3.2,0.5,LLM추정,"보간(앵커거리기반,완만혼합)"
7,보건·의료직,기타 치료·재활사 및 의료기사,예술치료사,0.7,3.1,4.6,2.5,1.4,1.1,3.1,2.7,3.2,0.4,LLM추정,"보간(앵커거리기반,완만혼합)"
8,보건·의료직,물리 및 작업 치료사,물리치료사,3.0,0.1,3.9,2.1,1.5,3.2,3.4,2.6,3.1,1.0,LLM추정,"보간(앵커거리기반,완만혼합)"
9,보건·의료직,물리 및 작업 치료사,작업치료사,2.8,0.1,3.9,2.1,1.4,2.4,3.4,2.5,3.1,1.1,LLM추정,"보간(앵커거리기반,완만혼합)"
10,보건·의료직,방사선사,방사선사,2.5,0.4,2.4,2.5,1.4,1.2,3.2,3.5,3.1,3.8,LLM추정,"보간(앵커거리기반,완만혼합)"
11,보건·의료직,수의사,수의사,3.0,0.3,3.9,3.6,2.4,3.4,4.9,3.5,3.8,0.8,LLM추정,"보간(앵커거리기반,완만혼합)"
12,보건·의료직,안경사,안경사,1.5,1.1,4.0,2.5,2.1,1.1,2.4,2.6,2.3,1.5,LLM추정,"보간(앵커거리기반,완만혼합)"
13,보건·의료직,안마사,안마사,4.1,0.4,2.8,1.1,1.5,4.0,2.5,1.3,1.5,0.0,LLM추정,"보간(앵커거리기반,완만혼합)"
14,보건·의료직,약사 및 한약사,약사,0.7,0.3,4.1,3.3,2.2,1.1,4.0,3.5,3.1,2.3,LLM추정,"보간(앵커거리기반,완만혼합)"
15,보건·의료직,약사 및 한약사,한약사,0.8,0.4,3.3,3.4,2.1,1.1,3.1,3.5,3.1,1.5,LLM추정,"보간(앵커거리기반,완만혼합)"
16,보건·의료직,영양사,영양사,0.8,1.2,3.3,3.4,3.0,1.0,3.2,2.6,3.1,1.4,LLM추정,"보간(앵커거리기반,완만혼합)"
17,보건·의료직,응급구조사,응급구조사,3.5,0.0,4.0,2.6,2.0,4.6,5.0,1.0,3.3,0.3,원본앵커,실측
18,보건·의료직,의무기록사,보건의료정보관리사,0.2,0.5,2.4,4.1,2.9,0.2,3.2,2.8,3.1,4.6,LLM추정,"보간(앵커거리기반,완만혼합)"
19,보건·의료직,일반 의사,일반의사,0.8,0.3,4.1,4.7,3.0,1.9,4.8,1.9,3.0,2.2,LLM추정,"보간(앵커거리기반,완만혼합)"
20,보건·의료직,임상병리사,임상병리사,1.6,0.5,2.5,2.5,1.3,1.1,3.2,3.5,3.1,3.1,LLM추정,"보간(앵커거리기반,완만혼합)"
21,보건·의료직,임상심리사,임상심리사,0.0,0.3,4.0,4.1,1.3,1.2,3.9,3.5,3.8,2.3,LLM추정,"보간(앵커거리기반,완만혼합)"
22,보건·의료직,재활공학 기사,재활공학기사,2.5,1.3,3.1,3.4,1.5,1.6,3.2,4.5,4.0,3.1,LLM추정,"보간(앵커거리기반,완만혼합)"
23,보건·의료직,전문 의사,내과의사,0.7,0.0,3.7,4.5,2.8,1.8,5.0,1.6,3.1,2.4,원본앵커,실측
24,보건·의료직,전문 의사,외과의사,4.5,0.2,3.1,3.5,3.0,3.4,4.8,2.7,3.1,0.8,LLM추정,"보간(앵커거리기반,완만혼합)"
