ID,second_category,third_category,job,손재주,미적감각,소통,문서,운영관리,신체,판단력위기대응,전문지식기술,논리,디지털,status,정밀도유형
1,건설·채굴 연구개발직 및 공학기술직,건설자재 시험원,건설자재시험원,2.1,0.5,1.4,2.3,1.3,1.1,2.4,3.5,2.3,2.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
2,건설·채굴 연구개발직 및 공학기술직,건축가,건축가(건축설계사),1.7,3.8,3.0,3.5,2.2,0.7,3.2,3.0,4.7,3.1,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
3,건설·채굴 연구개발직 및 공학기술직,건축공학 기술자,건축구조기술자,0.8,0.5,2.4,4.2,2.2,0.3,3.2,3.5,3.9,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
4,건설·채굴 연구개발직 및 공학기술직,건축공학 기술자,건축설비기술자,0.8,0.5,2.4,4.2,2.2,0.3,3.2,3.5,3.2,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
5,건설·채굴 연구개발직 및 공학기술직,건축공학 기술자,건축감리기술자,0.9,0.5,3.1,4.2,3.2,0.2,4.1,3.6,4.0,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
6,건설·채굴 연구개발직 및 공학기술직,건축공학 기술자,건축안전·환경기술자 및 건축품질기술자,0.8,0.5,2.5,4.2,2.0,1.1,3.1,3.5,3.2,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
7,건설·채굴 연구개발직 및 공학기술직,건축공학 기술자,건축시공기술자 및 견적원,1.6,0.5,3.2,4.1,3.9,0.9,3.3,3.5,3.2,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
8,건설·채굴 연구개발직 및 공학기술직,도시·교통 전문가,도시계획·설계가,0.8,3.1,3.0,4.3,2.1,0.9,3.1,2.9,4.7,2.9,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
9,건설·채굴 연구개발직 및 공학기술직,도시·교통 전문가,교통계획·설계가,0.9,2.2,2.2,4.2,2.1,0.9,3.1,2.8,3.9,3.1,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
10,건설·채굴 연구개발직 및 공학기술직,도시·교통 전문가,교통영향평가원,0.1,0.5,3.2,4.2,1.3,0.4,3.1,3.5,3.9,2.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
11,건설·채굴 연구개발직 및 공학기술직,조경 기술자,조경기술자,1.6,3.1,2.3,3.5,1.4,0.8,2.4,2.9,4.0,2.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
12,건설·채굴 연구개발직 및 공학기술직,측량·지리정보 전문가,지적 및 측량기술자,3.0,1.4,2.1,2.1,1.3,2.0,2.4,2.8,3.8,1.8,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
13,건설·채굴 연구개발직 및 공학기술직,측량·지리정보 전문가,지리정보시스템전문가,0.9,2.3,2.3,3.4,1.4,0.1,2.3,2.8,3.9,3.9,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
14,건설·채굴 연구개발직 및 공학기술직,토목공학 기술자,토목구조설계기술자,0.8,0.5,2.4,4.2,2.1,0.2,3.1,3.5,3.9,1.4,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
15,건설·채굴 연구개발직 및 공학기술직,토목공학 기술자,토목감리기술자,0.9,0.5,3.1,4.2,3.2,0.2,4.1,3.6,4.0,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
16,건설·채굴 연구개발직 및 공학기술직,토목공학 기술자,토목안전·환경기술자 및 토목품질기술자,0.8,0.5,2.5,4.2,2.0,1.1,3.1,3.5,3.2,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
17,건설·채굴 연구개발직 및 공학기술직,토목공학 기술자,토목시공기술자 및 견적원,1.6,0.5,3.2,4.1,3.9,0.9,3.3,3.5,3.2,1.5,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
18,인문·사회과학 연구직,사회과학 연구원,정치학연구원,0.7,2.3,4.0,4.2,1.4,1.0,3.1,2.7,3.9,1.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
19,인문·사회과학 연구직,사회과학 연구원,경제학연구원,0.8,1.3,2.4,4.2,1.3,1.0,3.2,3.5,4.0,2.1,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
20,인문·사회과학 연구직,사회과학 연구원,사회학연구원,0.0,3.9,4.3,5.0,2.5,0.3,3.4,2.8,4.4,0.8,"LLM추정(저신뢰,미검수)",실측
21,인문·사회과학 연구직,인문과학 연구원,철학연구원,0.8,3.1,2.4,4.3,0.5,0.9,2.4,2.8,4.0,1.4,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
22,인문·사회과학 연구직,인문과학 연구원,역사학연구원,0.8,3.1,2.3,4.1,0.5,1.0,2.3,2.8,3.3,1.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
